상호명,도로명,위도,경도
파스쿠찌제주한라,제주특별자치도 제주시 도령로,33.4900992196348,126.486005356424
파스쿠찌제주,제주특별자치도 서귀포시 대정읍 에듀시티로239번길,33.2790307228223,126.274383295075
파스쿠찌제주,제주특별자치도 제주시 중앙로,33.4890928169422,126.539617933666
파스쿠찌제주제원점,제주특별자치도 제주시 연동7길,33.4874492928015,126.490495208495
파스쿠찌제주종합,제주특별자치도 제주시 청사로,33.4895615216302,126.523631474211
파스쿠찌신제주점,제주특별자치도 제주시 연북로,33.4816947633093,126.505162666413
파스쿠찌제주노형,제주특별자치도 제주시 다랑곶길,33.4870062956204,126.479334442671
카페파스쿠찌,제주특별자치도 제주시 동광로15길,33.5059442468229,126.538172630295
파스쿠찌삼화지구점,제주특별자치도 제주시 건주로4길,33.5164107037355,126.579952216608
파스쿠찌제주한라대점,제주특별자치도 제주시 고사마루길,33.4803201288055,126.472285967665
파스쿠찌용담해안도로점,제주특별자치도 제주시 서해안로,33.5194333759469,126.493168902385
파스쿠찌제주,제주특별자치도 서귀포시 천제연로232번길,33.2503622060869,126.430277366773
파스쿠찌,제주특별자치도 제주시 중앙로,33.5152911145995,126.526552642875
파스쿠찌서귀포일호,제주특별자치도 서귀포시 서문로,33.2522300547461,126.560815354873
파스쿠찌서귀포신시가지,제주특별자치도 서귀포시 김정문화로27번길,33.252762907845,126.508107360899
파스쿠찌봉개디아이점,제주특별자치도 제주시 번영로,33.4929686158068,126.588545314047
파스쿠찌제주세화디아이점,제주특별자치도 제주시 구좌읍 일주동로,33.5222705723402,126.853109981607
파스쿠찌성산포수협점,제주특별자치도 서귀포시 성산읍 성산등용로,33.4697583005241,126.929507250498
파스쿠찌문성지점,경상북도 구미시 고아읍 들성로,36.1596384391949,128.340797716479
파스쿠찌효자,경상북도 포항시 남구 형산강북로,36.0051240745291,129.334942456612
파스쿠찌,경상북도 포항시 북구 불종로,36.0384937965691,129.36404545433
파스쿠찌경북상주점,경상북도 상주시 상산로,36.4232977896682,128.158788444464
파스쿠찌구미,경상북도 구미시 송정대로,36.1175910789921,128.344681624596
파스쿠찌구미,경상북도 구미시 봉곡남로25길,36.1516903811843,128.317358851182
파스쿠찌금,경상북도 구미시 금오산로,36.1212989133951,128.324046291722
파스쿠찌경산,경상북도 경산시 하양읍 하양로,35.910073007374,128.815100475886
파스쿠찌,경상북도 구미시 인동남길,36.0956786575737,128.429030792626
파스쿠찌포항성모병원,경상북도 포항시 남구 대잠동길,36.0158294208861,129.339915264047
파스쿠찌구미,경상북도 구미시 산동읍 신당1로3길,36.1543810587923,128.431172946255
파스쿠찌신평대로점,경상북도 구미시 구미대로,36.1157782014526,128.363413177438
파스쿠찌영주가흥점,경상북도 영주시 대학로,36.8230087537952,128.606556016652
파스쿠찌김천교동DT점,경상북도 김천시 대학로,36.1344527661358,128.095106013583
파스쿠찌팔공산가산,경상북도 칠곡군 동명면 한티로,36.0037106827592,128.593730473468
파스쿠찌포항송도비치점,경상북도 포항시 남구 희망대로,36.0403619858714,129.377216103082
파스쿠찌구미상모점,경상북도 구미시 박정희로,36.0881122163756,128.350016193814
파스쿠찌,경상북도 영천시 충효로,35.9720614550783,128.935350880855
파스쿠찌팔공산가산,경상북도 칠곡군 동명면 한티로,36.0037106827592,128.593730473468
까페파스쿠찌,경상북도 성주군 성주읍 성밖숲길,35.916622826682,128.280062916966
파스쿠찌경산중앙,경상북도 경산시 경안로,35.8093317100488,128.74014402657
파스쿠찌영천,경상북도 영천시 충효로,35.9720614550783,128.935350880855
파스쿠찌남경주IC점,경상북도 경주시 외동읍 산업로,35.7553806925078,129.314084111674
파스쿠찌월드컵대로점,경상북도 경산시 삼성현로,35.8256258101867,128.713611827127
파스쿠찌안동성소,경상북도 안동시 서동문로,36.5672842991083,128.723044098774
파스쿠찌경북왜관점,경상북도 칠곡군 왜관읍 중앙로,35.9835790996124,128.398958162568
카페파스쿠찌포항영일대점,경상북도 포항시 북구 해안로,36.0602801184406,129.379483352832
파스쿠찌구미선산디아이점,경상북도 구미시 선산읍 남문로,36.2424103725321,128.301169570284
파스쿠찌,경상북도 칠곡군 북삼읍 금오대로2길,36.0671459939527,128.350689290273
파스쿠찌포항에스,경상북도 포항시 남구 희망대로,36.0348410705771,129.331415990068
파스쿠찌구미,경상북도 구미시 고아읍 들성로,36.1596384391949,128.340797716479
파스쿠찌구미역점,경상북도 구미시 구미중앙로13길,36.1290453065924,128.332355110991
파스쿠찌성주별고을체육공원점,경상북도 성주군 성주읍 대황길,35.9132848687188,128.261425979863
파스쿠찌구미산동DI점,경상북도 구미시 산동읍 강동로,36.1677130725653,128.438070842669
파스쿠찌진주모다점,경상남도 진주시 정촌면 삼일로95번길,35.132114681785,128.098490873208
파스쿠찌창원대동,경상남도 창원시 성산구 동산로,35.2190660291484,128.687645103894
파스쿠찌,경상남도 밀양시 밀양대로,35.4801945759431,128.753457167835
제이씨산업개발파스쿠찌김해부원역점,경상남도 김해시 김해대로,35.2269087061421,128.883449343535
파스쿠찌동,경상남도 김해시 인제로,35.2294970575015,128.905229007761
파스쿠찌양산,경상남도 양산시 물금읍 증산역로,35.3098876174589,129.009402418254
파스쿠찌삼천포점,경상남도 사천시 주공로,34.9404911604493,128.086197173002
파스쿠찌장승포점,경상남도 거제시 장승로,34.8672074896775,128.726352871885
파스쿠찌,경상남도 양산시 웅상대로,35.4128229161263,129.165654069966
파스쿠찌김해,경상남도 김해시 활천로255번길,35.2459672617405,128.906203150907
파스쿠찌마산역DI점,경상남도 창원시 마산회원구 315대로,35.2354502355205,128.579839144165
파스쿠찌거제장평점,경상남도 거제시 장평4로,34.887163039437,128.608648885307
파리크라상파스쿠찌,경상남도 거제시 고현로11길,34.888314403201,128.625133448192
정안엠앤아이카페파스쿠찌,경상남도 창원시 성산구 마디미동로,35.2208628269588,128.685529230583
파스쿠찌창원한마음,경상남도 창원시 의창구 용동로57번길,35.2378696396321,128.698636920231
파스쿠찌거제거붕백,경상남도 거제시 계룡로5길,34.873662867065,128.625656949772
파스쿠찌신세계마산점,경상남도 창원시 마산합포구 합포로,35.2195977051254,128.586613716382
파스쿠찌김해,경상남도 김해시 진영읍 김해대로361번길,35.3076555896276,128.729311461746
파스쿠찌,경상남도 창녕군 창녕읍 화왕산로,35.5339007696531,128.506066804368
파스쿠찌,경상남도 양산시 양산역7길,35.3380025224211,129.027462247951
파스쿠찌거제하청점,경상남도 거제시 하청면 거제북로,34.9521588857571,128.655354529718
파스쿠찌거제디,경상남도 거제시 장평로,34.8910632214228,128.616434570126
파스쿠찌롯데,경상남도 창원시 마산합포구 동서동로,35.2014882299299,128.573425703238
선경이앤에프파스쿠찌광주,광주광역시 광산구 단전둘레길,35.1824406096758,126.796215405309
파스쿠찌,광주광역시 북구 서하로,35.1869105848061,126.919417872976
파스쿠찌광주,광주광역시 광산구 신창로,35.1928043698767,126.837524447091
파리크라상파스쿠찌첨단리버사이드DT,광주광역시 북구 임방울대로,35.2158099842322,126.861503066399
파스쿠찌광주효천점,광주광역시 남구 효우2로26번길,35.1023131583641,126.889297660565
카페파스쿠찌광주,광주광역시 동구 중앙로160번길,35.1475328317396,126.91481361837
파스쿠찌,광주광역시 북구 호동로,35.1752093275787,126.914237361117
파스쿠찌광천,광주광역시 서구 죽봉대로,35.1604577281195,126.883941732841
케이지파스쿠찌광주,광주광역시 서구 무진대로,35.1605646581878,126.879901057815
파스쿠찌용전,광주광역시 북구 우치로,35.2445870763478,126.886284149153
카페파스쿠찌광주,광주광역시 동구 중앙로160번길,35.1475328317396,126.91481361837
파스쿠찌수완로점,광주광역시 광산구 수완로73번길,35.1916178762561,126.828515591867
파스쿠찌,광주광역시 북구 북문대로,35.1848466582546,126.871026005904
파스쿠찌,광주광역시 서구 상무대로,35.1516269688288,126.876445737248
파스쿠찌샹그릴라점,광주광역시 서구 내방로,35.1577129302735,126.877591342504
파스쿠찌광주,광주광역시 동구 서석로,35.146253250822,126.917881445508
파스쿠찌광주,광주광역시 서구 상일로,35.1607542286223,126.863478155838
파스쿠찌,광주광역시 북구 서하로,35.1877087534972,126.889081086348
파스쿠찌,광주광역시 서구 풍암1로21번길,35.12667451262,126.879147438611
파스쿠찌광주,광주광역시 동구 제봉로,35.1544066370943,126.913383357855
파스쿠찌첨단종합,광주광역시 광산구 첨단중앙로152번길,35.2203094291377,126.846435908811
카페파스쿠찌,부산광역시 금정구 금샘로,35.2545772229642,129.08461640939
파스쿠찌부산미남역점,부산광역시 동래구 미남로,35.2060198039049,129.069429771942
파스쿠찌광안리점,부산광역시 수영구 광안해변로,35.1548391037166,129.120289015154
파스쿠찌서면솔라리아니스테츠호텔점,부산광역시 부산진구 서면로,35.1523505839287,129.058201923067
파스쿠찌부산대,부산광역시 금정구 부산대학로,35.2318270072831,129.084555199773
파스쿠찌부산,부산광역시 북구 금곡대로303번길,35.235844484419,129.01201089466
파스쿠찌부산종합,부산광역시 금정구 중앙대로,35.2847021521183,129.095505239084
파스쿠찌,부산광역시 수영구 광안해변로,35.1495963075316,129.115048090404
파스쿠찌온천장점,부산광역시 동래구 온천장로,35.2192695908233,129.082674604003
파스쿠찌부산,부산광역시 부산진구 동평로,35.1656349715483,129.038659481889
파스쿠찌전포카페,부산광역시 부산진구 동천로,35.154276882443,129.062627981705
파스쿠찌,부산광역시 동래구 아시아드대로,35.1969699286195,129.065335990309
파스쿠찌부산하단,부산광역시 사하구 낙동대로,35.1058807505321,128.969059864561
부산엘시티파스쿠찌에스프레스바,부산광역시 해운대구 달맞이길,35.1613468456816,129.168036892096
파스쿠찌부산가덕도,부산광역시 강서구 가덕해안로,35.0418493428213,128.811097003565
파리크라상파스쿠찌,부산광역시 해운대구 세실로69번길,35.1716002516854,129.17593366217
파스쿠찌부산범일점,부산광역시 동구 조방로,35.1405149840298,129.060298292818
파스쿠찌부산,부산광역시 해운대구 센텀1로,35.1664388624642,129.13203969161
파스쿠찌부산,부산광역시 수영구 황령대로,35.1386690590243,129.10744826246
파스쿠찌강서점,부산광역시 강서구 체육공원로6번길,35.2094228056182,128.982710183684
파스쿠찌부산,부산광역시 남구 수영로,35.1377417190356,129.100401960103
파스쿠찌부산장산역점,부산광역시 해운대구 해운대로,35.1696865495481,129.175291380739
파스쿠찌,충청북도 청주시 흥덕구 백봉로197번길,36.6495399481913,127.457276337049
파스쿠찌,충청북도 청주시 흥덕구 진재로,36.634935928348,127.429322792991
파스쿠찌,충청북도 청주시 서원구 산남로62번길,36.61189501531,127.466952802595
터미널파스쿠찌,충청북도 청주시 흥덕구 풍산로,36.6253223633004,127.431696901587
파스쿠찌충주,충청북도 충주시 갱고개로,36.983724615962,127.939237046444
파스쿠찌,충청북도 청주시 상당구 1순환로1253번길,36.6095309721853,127.503858087719
파스쿠찌오창2,충청북도 청주시 청원구 오창읍 2산단로,36.7320919408402,127.449855016035
파스쿠찌,충청북도 청주시 상당구 산성로98번길,36.6308237196319,127.505320598431
카페파스쿠찌청주,충청북도 청주시 서원구 모충로,36.6250510458426,127.464570183286
파스쿠찌,충청북도 증평군 증평읍 중앙로,36.7848739100639,127.582636559143
파스쿠찌서청주DT,충청북도 청주시 흥덕구 2순환로,36.6394741870603,127.42291513683
파스쿠찌,충청북도 청주시 서원구 내수동로,36.6340342818843,127.460169416638
파스쿠찌충주칠금점,충청북도 충주시 계명대로,36.9826392689136,127.917726786115
파스쿠찌청주엘지로DT점,충청북도 청주시 흥덕구 엘지로,36.6590892712809,127.435207180864
파스쿠찌,충청북도 영동군 영동읍 난계로,36.178188288636,127.769285441731
파스쿠찌청주서원대점,충청북도 청주시 서원구 서원남로,36.6223211896872,127.485205592661
파스쿠찌,충청북도 청주시 청원구 사뜸로,36.6696126522231,127.478077793922
파스쿠찌성화점,충청북도 청주시 서원구 서부로,36.6173872850248,127.448010279438
파스쿠찌대청댐,충청북도 청주시 서원구 현도면 대청호반로,36.4760344378576,127.47075261785
파스쿠찌점,충청북도 음성군 맹동면 원중로,36.9078439286607,127.544396780215
파스쿠찌서충주,충청북도 충주시 중앙탑면 기업도시로,37.0166110811602,127.82449381867
파스쿠찌청주죽림DI점,충청북도 청주시 서원구 대림로,36.6090471317928,127.441362678348
파스쿠찌충북,충청북도 옥천군 옥천읍 성신로,36.2982861025054,127.573397127441
파스쿠찌청주용평로점,충청북도 청주시 서원구 용평로113번길,36.6051234599428,127.488796205177
파스쿠찌청주하나로점,충청북도 청주시 상당구 무농정로,36.6058377028786,127.506441495763
파스쿠찌제천장락점,충청북도 제천시 청전대로,37.1515635227387,128.221000716677
파스쿠찌동남시티점,충청북도 청주시 상당구 중고개로,36.6166372768405,127.518189436497
카페파스쿠찌,충청북도 청주시 상당구 수암로,36.6450267005968,127.494560614534
파스쿠찌청주테크노폴리스,충청북도 청주시 흥덕구 송화로166번길,36.6653422929811,127.452288080867
천등산휴게소-파스쿠찌(하행)제천방향,충청북도 충주시 산척면 평택제천고속도로,37.0613239006934,127.939692469242
천등산휴게소-파스쿠찌(상행)평택방향,충청북도 충주시 산척면 평택제천고속도로,37.0769287319708,127.989357482666
파스쿠찌오창,충청북도 청주시 청원구 오창읍 과학산업2로,36.7157692594867,127.422781588573
파스쿠찌당진,충청남도 당진시 우두1로,36.9019383250413,126.630203651248
파스쿠찌천안역점,충청남도 천안시 동남구 대흥로,36.8090203717994,127.147727658683
파스쿠찌대천해수욕장점,충청남도 보령시 해수욕장4길,36.3058490495237,126.516514434098
파스쿠찌아산신정호점,충청남도 아산시 신창면 신정호길,36.7615361416524,126.966698028634
카페파스쿠찌천안,충청남도 천안시 서북구 오성로,36.8296241230377,127.140649742621
파스쿠찌,충청남도 부여군 부여읍 사비로108번길,36.282153375899,126.910740996884
에이엔케이유통파스쿠찌행담도휴게소점,충청남도 당진시 신평면 서해안고속도로,36.9451359355639,126.807126304166
파스쿠찌아산,충청남도 아산시 둔포면 아산밸리중앙로,36.9237221011399,127.057390841121
파스쿠찌,충청남도 태안군 태안읍 중앙로,36.7500822212633,126.304285630217
파스쿠찌상왕점,충청남도 공주시 창벽로,36.4452590342088,127.179364661959
파스쿠찌,충청남도 공주시 흑수골길,36.4734308133543,127.140893888896
